2711,장암,Jangam,07호선,709,0,0
2712,도봉산,Dobongsan,07호선,710,5,0
2713,수락산,Suraksan,07호선,711,2,0
2714,마들,Madeul,07호선,712,3,0
2715,노원,Nowon,07호선,713,2,0
2716,중계,Junggye,07호선,714,2,0
2717,하계,Hagye,07호선,715,1,0
2718,공릉,Gongneung,07호선,716,2,0
2719,태릉입구,Taereung,07호선,717,2,0
2720,먹골,Meokgol,07호선,718,2,0
2721,중화,Junghwa,07호선,719,1,0
2722,상봉,Sangbong,07호선,720,3,0
2723,면목,Myeonmok,07호선,721,1,0
2724,사가정,Sagajeong,07호선,722,2,0
2725,용마산,Yongmasan,07호선,723,2,0
2726,중곡,Junggok,07호선,724,1,0
2727,군자,Gunja,07호선,725,2,0
2728,어린이대공원,Children`s  Grand Park,07호선,726,2,0
2729,건대입구,Konkuk Univ.,07호선,727,2,0
2730,뚝섬유원지,Ttukseom Park,07호선,728,2,0
2731,청담,Cheongdam,07호선,729,3,0
2732,강남구청,Gangnam-gu Office,07호선,730,2,0
2733,학동,Hak-dong,07호선,731,2,0
2734,논현,Nonhyeon,07호선,732,2,0
2735,반포,Banpo,07호선,733,1,0
2736,고속터미널,Express Bus Terminal,07호선,734,2,0
2737,내방,Naebang,07호선,735,3,0
2738,이수,Isu,07호선,736,2,0
2739,남성,Namseong,07호선,737,2,0
2740,숭실대입구,Soongsil Univ.,07호선,738,3,0
2741,상도,Sangdo,07호선,739,2,0
2742,장승배기,Jangseungbaegi,07호선,740,2,0
2743,신대방삼거리,Sindaebangsamgeori,07호선,741,2,0
2744,보라매,Boramae,07호선,742,2,0
2745,신풍,Sinpung,07호선,743,2,0
2746,대림,Daerim,07호선,744,2,0
2747,남구로,Namguro,07호선,745,2,0
2748,가산디지털단지,Gasan Digital Complex,07호선,746,2,0
2749,철산,Cheolsan,07호선,747,3,0
2750,광명사거리,Gwangmyeongsageori,07호선,748,2,0
2751,천왕,Cheonwang,07호선,749,2,0
2752,온수,Onsu,07호선,750,3,0
3753,까치울,Kkachiul,07호선,751,3,0
3754,부천종합운동장,Bucheon Stadium,07호선,752,2,0
3755,춘의,Chunui,07호선,753,2,0
3756,신중동,Sinjung-dong,07호선,754,2,0
3757,부천시청,Bucheon City Hall,07호선,755,2,0
3758,상동,Sang-dong,07호선,756,1,0
3759,삼산체육관,Samsan Gymnasium,07호선,757,2,0
3760,굴포천,Gulpocheon,07호선,758,2,0
3761,부평구청,Bupyeong-gu Office,07호선,759,2,0
3762,산곡,Sangok,07호선,760,2,0
3763,석남,Seongnam,07호선,761,3,0